Lysimachia_thyrsiflora	ddLysThyr1	1260048106
Lysimachia_vulgaris	ddLysVulg1	1891565872
Lythrum_hyssopifolia	drLytHyso1	707681841
Lythrum_salicaria	drLytSali1	716503082
Malus_domestica	drMalDome10	683540670
Malus_domestica	drMalDome11	675518651
Malus_domestica	drMalDome58	681441209
Malus_domestica	drMalDome5	702958127
Malus_sylvestris	drMalSylv7	713175580
Malus_x_robusta	drMalRobu1	659392547
Malva_arborea	ddMalArbo1	414401294
Malva_neglecta	ddMalNegl1	599396393
Malva_sylvestris	ddMalSylv1	618369475
Matricaria_chamomilla	daMatCham1	2643972508
Matricaria_discoidea	daMatDisc1	2299499900
Matthiola_sinuata	ddMatSinu1	2155343999
Meconopsis_cambrica	dmMecCamb1	79712806
Medicago_arabica	drMedArab1	554951508
Medicago_lupulina	drMedLupu1	630218428
Medicago_sativa	drMedSati1	778717016
Melampyrum_pratense	daMelPrat1	49093661
Melampyrum_pratense	daMelPrat2	3206651594
Melampyrum_sylvaticum	daMelSylv1	2268159426
Melampyrum_sylvaticum	daMelSylv3	893749064
Melampyrum_sylvaticum	daMelSylv4	1530324967
Melittis_melissophyllum	daMelMeli1	542486684
Mentha_aquatica	daMenAqua1	1356727794
Mentha_arvensis	daMenArve1	1070401460
Menyanthes_trifoliata	daMenTrif1	775826792
Mercurialis_annua	ddMerAnnu1	506693754
Mercurialis_perennis	ddMerPere1	746020184
Mercurialis_perennis	ddMerPere2	1278369906
Mimulus_peregrinus	daMimPere1	459382244
Misopates_orontium	daMisOron1	513334787
Moehringia_trinervia	dcMoeTrin1	1364166315
Mollugo_verticillata	dcMolVert1	558543570
Monotropa_hypopitys	ddMonHypo1	2808691031
Montia_fontana	dcMonFont1	279837981
Myosotis_alpestris	daMyoAlpe1	322198556
Myosotis_ramosissima	daMyoRamo1	219690828
Myosotis_scorpioides	daMyoScor1	496984777
Myrica_gale	dhMyrGale1	661668815
Myriophyllum_alterniflorum	drMyrAlte1	331460792
Myriophyllum_alterniflorum	drMyrAlte5	144210294
Myriophyllum_aquaticum	drMyrAqua1	264479003
Myriophyllum_aquaticum	drMyrAqua2	483603386
Myriophyllum_spicatum	drMyrSpic1	372010519
Myrrhis_odorata	drMyrOdor1	797331024
Nasturtium_officinale	ddNasOffi1	109972748
Nigella_damascena	dmNigDama1	323918406
Nuphar_lutea	dmNupLute1	2539702269
Nuphar_pumila	dmNupPumi1	1104871933
Nymphaea_alba	dmNymAlba1	906264433
Nymphoides_peltata	daNymPelt1	729230245
Odontites_vernus	daOdoVern1	580460720
Oenanthe_crocata	drOenCroc1	764260312
Oenanthe_lachenalii	drOenLach1	585771680
Oenanthe_pimpinelloides	drOenPimp1	979131317
Oenothera_biennis	drOenBien1	839615959
Onobrychis_viciifolia	drOnoVici1	581153040
Ononis_reclinata	drOnoRecl1	636363319
Ononis_repens	drOnoRepe1	1113028701
Onopordum_acanthium	daOnoAcan1	1223498705
Origanum_vulgare	daOriVulg1	1195561466
Ornithopus_perpusillus	drOrnPerp1	572158664
Orobanche_alba	daOroAlba1	1429073656
Orobanche_hederae	daOroHede1	770404281
Orobanche_hederae	daOroHede2	1312607130
Orobanche_minor	daOroMino1	771875553
Oxalis_acetosella	drOxaAcet3	2379205412
Oxybasis_chenopodioides	dcOxyChen1	450890983
Oxyria_digyna	dcOxyDigy1	331121720
Oxytropis_halleri	drOxyHall1	1073887158
Papaver_rhoeas	dmPapRhoe1	11351168699
Papaver_somniferum	dmPapSomn1	1356384265
Parietaria_judaica	drParJuda1	302028896
Parnassia_palustris	drParPalu2	1025482548
Pastinaca_sativa	drPasSati1	833979978
Paulownia_tomentosa	daPauTome1	560378662
Pedicularis_palustris	daPedPalu1	2256321114
Pedicularis_sylvatica	daPedSylv1	1271121132
Pentaglottis_sempervirens	daPenSemp1	936318042
Persicaria_amphibia	dcPerAmph1	1886212006
Persicaria_hydropiper	dcPerHydr1	31511567
Persicaria_maculosa	dcPerMacu1	769349751
Persicaria_nepalensis	dcPerNepa1	855617084
Petasites_albus	daPetAlbu1	2895837141
Petasites_fragrans	daPetFrag1	3118464548
Petasites_hybridus	daPetHybr1	2840254482
Petasites_japonicus	daPetJapo1	1000478838
Phacelia_tanacetifolia	daPhaTana1	588252806
Phyteuma_orbiculare	daPhyOrbi1	570792127
Phyteuma_spicatum	daPhySpic1	1135110051
Phytolacca_acinosa	dcPhyAcin1	2641365842
Pilosella_aurantiaca	daPilAura1	1423165054
Pilosella_officinarum	daPilOffi1	1501490134
Pimpinella_saxifraga	drPimSaxi1	1737496450
Pinguicula_grandiflora	daPinGran1	250404309
Pinguicula_vulgaris	daPinVulg1	579125930
Plantago_coronopus	daPlaCoro1	615233734
Plantago_lanceolata	daPlaLanc1	403684534
Plantago_lanceolata	daPlaLanc3	1157327306
Plantago_major	daPlaMajo1	754470681
Plantago_maritima	daPlaMari1	1261715765
Platanus_orientalis	drPlaOrie1	1802380178
Platanus_x_hispanica	drPlaXhis1	3568166318
Polycarpon_tetraphyllum	dcPolTetr1	1329897683
Polygala_serpyllifolia	drPolSerp1	371285350
Polygala_vulgaris	drPolVulg1	100722343
Polygonum_aviculare	dcPolAvic1	381516495
Polygonum_maritimum	dcPolMari1	242971640
Populus_alba	ddPopAlba1	451936086
Populus_nigra	ddPopNigr1	480076928
Populus_tremula	ddPopTrem1	474282703
